names_u,names_q
Ed_Flanagan_(politician),Ed_Flanagan_%28politician%29
Karpal_Singh,Karpal_Singh
A._K._Antony,A._K._Antony
John_Rathbone,John_Rathbone
Javier_Mazariegos,Javier_Mazariegos
John_Hancock,John_Hancock
Barbara_Comstock,Barbara_Comstock
Dennis_Mills,Dennis_Mills
Ron_Clarke,Ron_Clarke
Petko_Slaveykov,Petko_Slaveykov
Edward_Cohen,Edward_Cohen
Friedrich_Akel,Friedrich_Akel
Edi_Rama,Edi_Rama
Riza_Sapunxhiu,Riza_Sapunxhiu
Zeng_Gong,Zeng_Gong
Wendy_Alexander,Wendy_Alexander
Dominic_Agostino,Dominic_Agostino
Harry_S._Truman,Harry_S._Truman
Carlos_Walker_Martínez,Carlos_Walker_Mart%C3%ADnez
William_Kennard,William_Kennard
Graham_Quirk,Graham_Quirk
Viktor_Dyk,Viktor_Dyk
Piet_de_Jong,Piet_de_Jong
Wong_Ting-kwong,Wong_Ting-kwong
Arturo_Montiel,Arturo_Montiel
Declan_Bree,Declan_Bree
Wee_Choo_Keong,Wee_Choo_Keong
Leonidas_Iasonidis,Leonidas_Iasonidis
George_Kettmann,George_Kettmann
Ludmyrna_Lopez,Ludmyrna_Lopez
Samir_al-Rifai,Samir_al-Rifai
Giulio_Prinetti,Giulio_Prinetti
Bismillah_Khan_Mohammadi,Bismillah_Khan_Mohammadi
"Sayeeda_Warsi,_Baroness_Warsi",Sayeeda_Warsi%2C_Baroness_Warsi
John_G._Trueschler,John_G._Trueschler
Malachy_McCourt,Malachy_McCourt
Tom_Bradley_(American_politician),Tom_Bradley_%28American_politician%29
Nambaryn_Enkhbayar,Nambaryn_Enkhbayar
Charles_J._Colgan,Charles_J._Colgan
Jim_Graham,Jim_Graham
Peter_Gingold,Peter_Gingold
Maurice_Xiberras,Maurice_Xiberras
Bob_McLeod_(politician),Bob_McLeod_%28politician%29
Charles_I._du_Pont,Charles_I._du_Pont
John_Stewart_McDiarmid,John_Stewart_McDiarmid
Syed_Ali_Shah_Geelani,Syed_Ali_Shah_Geelani
Toni_Atkins,Toni_Atkins
James_Bailie,James_Bailie
Rawya_Saud_Al_Busaidi,Rawya_Saud_Al_Busaidi
Wilson_Frost,Wilson_Frost
Ngo_Dinh_Diem,Ngo_Dinh_Diem
Antoni_Macierewicz,Antoni_Macierewicz
Anton_Alexander,Anton_Alexander
Taylor_W._O'Hearn,Taylor_W._O%27Hearn
Ivo_Vajgl,Ivo_Vajgl
Muhammad_Aslam_Khan_Khattak,Muhammad_Aslam_Khan_Khattak
Yvette_Clarke,Yvette_Clarke
Aleksandar_Tsankov,Aleksandar_Tsankov
Jeff_Seeney,Jeff_Seeney
Aziz_Ishak,Aziz_Ishak
Ralph_A._Gamble,Ralph_A._Gamble
Betsey_Bayless,Betsey_Bayless
Julian_West_(politician),Julian_West_%28politician%29
Learnmore_Jongwe,Learnmore_Jongwe
Sokol_Olldashi,Sokol_Olldashi
George_Mason,George_Mason
Bruce_Morrison,Bruce_Morrison
John_Marek,John_Marek
Tofilau_Eti_Alesana,Tofilau_Eti_Alesana
Harry_W._Shlaudeman,Harry_W._Shlaudeman
Malek_Boutih,Malek_Boutih
Yukari_Sato,Yukari_Sato
Sigrid_Utkilen,Sigrid_Utkilen
Brian_Rohrbough,Brian_Rohrbough
Anastasio_Somoza_Debayle,Anastasio_Somoza_Debayle
Vijayashanti,Vijayashanti
William_Stephens_Smith,William_Stephens_Smith
Kamanawa,Kamanawa
Thomas_Brackett_Reed,Thomas_Brackett_Reed
Tawi_Sli,Tawi_Sli
Enrique_Balmaceda,Enrique_Balmaceda
Francie_Molloy,Francie_Molloy
Petro_Symonenko,Petro_Symonenko
Maria_Clara_Lobregat,Maria_Clara_Lobregat
Moshe_Sneh,Moshe_Sneh
Chen_Jitang,Chen_Jitang
Batt_O'Keeffe,Batt_O%27Keeffe
Carlos_Veiga,Carlos_Veiga
William_Gopallawa,William_Gopallawa
Massimo_D'Alema,Massimo_D%27Alema
Kay_A._Orr,Kay_A._Orr
Firmin_Ayessa,Firmin_Ayessa
Arthur_Levitt,Arthur_Levitt
Milan_Kňažko,Milan_K%C5%88a%C5%BEko
Ronald_Pofalla,Ronald_Pofalla
Sylvia_Hermon,Sylvia_Hermon
Vladimir_Ivashko,Vladimir_Ivashko
Frans_Grootjans,Frans_Grootjans
Janusz_Lewandowski,Janusz_Lewandowski
Chester_C._Thompson,Chester_C._Thompson
Abbas-Ali_Amid_Zanjani,Abbas-Ali_Amid_Zanjani
Ivan_Todorov-Gorunia,Ivan_Todorov-Gorunia
John_Philpot_Curran,John_Philpot_Curran
Leonel_Godoy_Rangel,Leonel_Godoy_Rangel
Damodaram_Sanjivayya,Damodaram_Sanjivayya
David_Mellor,David_Mellor
Manny_Pacquiao,Manny_Pacquiao
Shamsiah_Fakeh,Shamsiah_Fakeh
William_Murray_McPherson,William_Murray_McPherson
Walter_Veltroni,Walter_Veltroni
Winnie_Ewing,Winnie_Ewing
"Emma_Nicholson,_Baroness_Nicholson_of_Winterbourne",Emma_Nicholson%2C_Baroness_Nicholson_of_Winterbourne
Vicente_Albero,Vicente_Albero
Guan_Linzheng,Guan_Linzheng
Heinz_Rutha,Heinz_Rutha
Guy_Spitaels,Guy_Spitaels
Rudolph_G._Tenerowicz,Rudolph_G._Tenerowicz
Marek_Rocki,Marek_Rocki
Jeff_Angelo,Jeff_Angelo
Benjamin_Spock,Benjamin_Spock
Gul_Haidar,Gul_Haidar
John_Andrew_Long,John_Andrew_Long
Robert_F._Kennon,Robert_F._Kennon
Paul_Abine_Ayah,Paul_Abine_Ayah
Charles_Hamlin_(general),Charles_Hamlin_%28general%29
Christoph_Blocher,Christoph_Blocher
Prafulla_Chandra_Ghosh,Prafulla_Chandra_Ghosh
Charles_J._McCarthy,Charles_J._McCarthy
Dale_Jackaman,Dale_Jackaman
C._Farris_Bryant,C._Farris_Bryant
John_A._Lee,John_A._Lee
Ola_Borten_Moe,Ola_Borten_Moe
Gabriela_Arroyo,Gabriela_Arroyo
Henry_Morris-Jones,Henry_Morris-Jones
Subarna_Shamsher_Rana,Subarna_Shamsher_Rana
Jonathan_Cilley,Jonathan_Cilley
Thomas_Baltzell,Thomas_Baltzell
Mike_Freer,Mike_Freer
Agha_Shahi,Agha_Shahi
Odd_Holten,Odd_Holten
Jang_Sung-taek,Jang_Sung-taek
Kolinda_Grabar-Kitarović,Kolinda_Grabar-Kitarovi%C4%87
Thomas_Madsen-Mygdal,Thomas_Madsen-Mygdal
Rajesh_Khanna,Rajesh_Khanna
Vicky_Leandros,Vicky_Leandros
Ernest_Bai_Koroma,Ernest_Bai_Koroma
Stavros_Dimas,Stavros_Dimas
John_E._Manders,John_E._Manders
Dehra_Parker,Dehra_Parker
Edward_Junius_Black,Edward_Junius_Black
Ueli_Maurer,Ueli_Maurer
Carl_Christian_Hall,Carl_Christian_Hall
Mikhail_Tugan-Baranovsky,Mikhail_Tugan-Baranovsky
Chang_Chun-hsiung,Chang_Chun-hsiung
Luther_F._Cole,Luther_F._Cole
Francesc_Layret,Francesc_Layret
Qian_Liu,Qian_Liu
Walter_Washington,Walter_Washington
Robert_Adair_(politician),Robert_Adair_%28politician%29
Sanjay_Dutt,Sanjay_Dutt
Melvin_H._Evans,Melvin_H._Evans
Alexandru_Macedonski,Alexandru_Macedonski
Dannel_Malloy,Dannel_Malloy
Mark_Hlady,Mark_Hlady
Rahul_Gandhi,Rahul_Gandhi
Dorgon,Dorgon
James_Chan_Khay_Syn,James_Chan_Khay_Syn
Ron_Huldai,Ron_Huldai
Rita_Borsellino,Rita_Borsellino
Jennette_Bradley,Jennette_Bradley
Ralph_Nader,Ralph_Nader
George_Sutherland,George_Sutherland
Kamal_Hassan_Ali,Kamal_Hassan_Ali
Shridath_Ramphal,Shridath_Ramphal
Walter_Barrionuevo,Walter_Barrionuevo
Sitiveni_Rabuka,Sitiveni_Rabuka
Khalil_al-Wazir,Khalil_al-Wazir
Robert_Lacoste,Robert_Lacoste
Li_Jishen,Li_Jishen
Chu_Minyi,Chu_Minyi
Manikrao_Hodlya_Gavit,Manikrao_Hodlya_Gavit
Chang_Wen-ing,Chang_Wen-ing
María_Eugenia_Rojas_Correa,Mar%C3%ADa_Eugenia_Rojas_Correa
Weslyn_Mather,Weslyn_Mather
Reed_V._Hillman,Reed_V._Hillman
Hu_Lancheng,Hu_Lancheng
Miguel_Antonio_Otero_(born_1859),Miguel_Antonio_Otero_%28born_1859%29
Djemal_Pasha,Djemal_Pasha
Barbara_Hafer,Barbara_Hafer
Miroslav_Kalousek,Miroslav_Kalousek
Renato_Schifani,Renato_Schifani
Pascal_Smet,Pascal_Smet
Daniel_J._Ronan,Daniel_J._Ronan
Eddie_McAteer,Eddie_McAteer
Adamee_Komoartok,Adamee_Komoartok
Walter_Scott-Elliot,Walter_Scott-Elliot
Muhammad_Zafarullah_Khan,Muhammad_Zafarullah_Khan
Francisco_S._Carvajal,Francisco_S._Carvajal
Bruce_Sundlun,Bruce_Sundlun
Paul_V._McNutt,Paul_V._McNutt
John_Scott_Lidgett,John_Scott_Lidgett
Curren_Price,Curren_Price
Hussein_Kamel_al-Majid,Hussein_Kamel_al-Majid
A._Walter_Norblad,A._Walter_Norblad
Kazimira_Prunskienė,Kazimira_Prunskien%C4%97
James_Henry_Dickey_Henderson,James_Henry_Dickey_Henderson
Kofi_Abrefa_Busia,Kofi_Abrefa_Busia
Shatrughan_Sinha,Shatrughan_Sinha
Ludvig_Holstein-Ledreborg,Ludvig_Holstein-Ledreborg
Andrej_Falkh,Andrej_Falkh
Kevin_Sheekey,Kevin_Sheekey
Stephen_Kalong_Ningkan,Stephen_Kalong_Ningkan
John_W._Geary,John_W._Geary
Mary_Anne_Chambers,Mary_Anne_Chambers
Yeap_Ghim_Guan,Yeap_Ghim_Guan
Tony_Yengeni,Tony_Yengeni
Chris_van_der_Klaauw,Chris_van_der_Klaauw
Ron_Ghitter,Ron_Ghitter
John_A._Danaher,John_A._Danaher
Chester_Brown,Chester_Brown
Almeida_Garrett,Almeida_Garrett
Lee_Huan,Lee_Huan
Michio_Yuzawa,Michio_Yuzawa
Robert_Parkinson_Tomlinson,Robert_Parkinson_Tomlinson
Amir_Sjarifuddin,Amir_Sjarifuddin
Thomas_W._Harrison,Thomas_W._Harrison
Saleh_al_Aridi,Saleh_al_Aridi
H._D._Kumaraswamy,H._D._Kumaraswamy
Frederick_McDonald,Frederick_McDonald
Robert_Lecourt,Robert_Lecourt
Woodrow_Wilson,Woodrow_Wilson
Paul_Deschanel,Paul_Deschanel
Wong_Kan_Seng,Wong_Kan_Seng
Duncan_Gillies,Duncan_Gillies
Cathal_Goulding,Cathal_Goulding
Don_W._Williamson,Don_W._Williamson
Tommy_Kirkham,Tommy_Kirkham
Harvey_Milk,Harvey_Milk
Peter_Mokaba,Peter_Mokaba
Modulf_Aukan,Modulf_Aukan
Mickey_Kantor,Mickey_Kantor
Adolfo_Canepa,Adolfo_Canepa
Edgar_Tekere,Edgar_Tekere
Demba_Diop,Demba_Diop
Victor_G._Atiyeh,Victor_G._Atiyeh
William_Paine_Lord,William_Paine_Lord
S._Srinivasa_Iyengar,S._Srinivasa_Iyengar
John_McCourt,John_McCourt
Thomas_Jefferson,Thomas_Jefferson
Brian_Maginess,Brian_Maginess
Mohamed_Nasheed,Mohamed_Nasheed
Jock_Scott,Jock_Scott
Li_Lanqing,Li_Lanqing
Bill_Anoatubby,Bill_Anoatubby
Linda_Burney,Linda_Burney
Bernard_C._Parks,Bernard_C._Parks
Hamilton_Fish_II,Hamilton_Fish_II
Prabha_Rau,Prabha_Rau
James_Carlisle,James_Carlisle
Hella_Wuolijoki,Hella_Wuolijoki
Camille_Gravel,Camille_Gravel
Norman_Cafik,Norman_Cafik
Luis_Arana,Luis_Arana
Margaret_MacDonald_(social_reformer),Margaret_MacDonald_%28social_reformer%29
Bill_Sizemore,Bill_Sizemore
Salvatore_Cuffaro,Salvatore_Cuffaro
Sotero_Laurel,Sotero_Laurel
Erhard_Krack,Erhard_Krack
Alain_Destexhe,Alain_Destexhe
Magnhild_Meltveit_Kleppa,Magnhild_Meltveit_Kleppa
Pierre_Guillaumat,Pierre_Guillaumat
Jacobus_Gideon_Nel_Strauss,Jacobus_Gideon_Nel_Strauss
Pol_Pot,Pol_Pot
Edward_T._Begay,Edward_T._Begay
Kim_Craitor,Kim_Craitor
Stephen_S._Harding,Stephen_S._Harding
Birgitta_Ohlsson,Birgitta_Ohlsson
Eamon_Ryan,Eamon_Ryan
Robert_Docking,Robert_Docking
B._Munuswamy_Naidu,B._Munuswamy_Naidu
David_Li,David_Li
Matatumua_Maimoana,Matatumua_Maimoana
Jeremy_Cronin,Jeremy_Cronin
Timothy_O'Donovan,Timothy_O%27Donovan
Nikolaos_Stratos,Nikolaos_Stratos
George_W._Jones,George_W._Jones
Vladimir_Novosiad,Vladimir_Novosiad
Charles_Rosenthal,Charles_Rosenthal
Knut_Severin_Jakobsen_Vik,Knut_Severin_Jakobsen_Vik
Domitien_Ndayizeye,Domitien_Ndayizeye
Michel_d'Ornano,Michel_d%27Ornano
Fritz_Kuhn,Fritz_Kuhn
Moses_Katjiuongua,Moses_Katjiuongua
Frederick_Fung,Frederick_Fung
Maxine_Horner,Maxine_Horner
Christian_Tybring-Gjedde,Christian_Tybring-Gjedde
Rafael_Bielsa,Rafael_Bielsa
Harold_Nicolson,Harold_Nicolson
V._N._Janaki,V._N._Janaki
Abdolreza_Mesri,Abdolreza_Mesri
Jason_Rae,Jason_Rae
Choudhry_Rahmat_Ali,Choudhry_Rahmat_Ali
James_J._Davis,James_J._Davis
Roman_Giertych,Roman_Giertych
Alberto_Selva,Alberto_Selva
Bill_Campbell_(mayor),Bill_Campbell_%28mayor%29
Charles_Ridgely_II,Charles_Ridgely_II
Lincoln_Alexander,Lincoln_Alexander
Abdel_Hakim_Amer,Abdel_Hakim_Amer
Gianfranco_Fini,Gianfranco_Fini
Antonio_Villaraigosa,Antonio_Villaraigosa
Elie_Hobeika,Elie_Hobeika
José_Núñez_de_Cáceres,Jos%C3%A9_N%C3%BA%C3%B1ez_de_C%C3%A1ceres
Brad_Sherman,Brad_Sherman
George_H._W._Bush,George_H._W._Bush
Arthur_W._Mitchell,Arthur_W._Mitchell
Leonid_Reiman,Leonid_Reiman
Anwar_Sadat,Anwar_Sadat
James_B._Longley,James_B._Longley
James_Withycombe,James_Withycombe
Joel_Brand,Joel_Brand
W._Willard_Wirtz,W._Willard_Wirtz
Eugen_Bircher,Eugen_Bircher
Annemie_Neyts-Uyttebroeck,Annemie_Neyts-Uyttebroeck
Tadeusz_Mazowiecki,Tadeusz_Mazowiecki
Benjamin_Poponawa,Benjamin_Poponawa
Ed_Nijpels,Ed_Nijpels
Nwafor_Orizu,Nwafor_Orizu
Edward_Robeson_Taylor,Edward_Robeson_Taylor
Samuel_Bigger,Samuel_Bigger
Tian_Songyao,Tian_Songyao
William_Warren_Barbour,William_Warren_Barbour
Joseph_Bruno,Joseph_Bruno
Irene_Mathyssen,Irene_Mathyssen
Georgios_Kafantaris,Georgios_Kafantaris
Davis_Filfred,Davis_Filfred
William_Henry_Gregory,William_Henry_Gregory
Umashree,Umashree
"Patricia_Scotland,_Baroness_Scotland_of_Asthal",Patricia_Scotland%2C_Baroness_Scotland_of_Asthal
Peter_Shore,Peter_Shore
Winona_LaDuke,Winona_LaDuke
Frank_J._Brasco,Frank_J._Brasco
Ling_How_Doong,Ling_How_Doong
Carin_Jämtin,Carin_J%C3%A4mtin
Charlene_Drew_Jarvis,Charlene_Drew_Jarvis
Carl_Sibbern,Carl_Sibbern
Edward_Douglass_White,Edward_Douglass_White
Tai_Chi-tao,Tai_Chi-tao
Romualdo_Pacheco,Romualdo_Pacheco
Charles_Coghlan_(politician),Charles_Coghlan_%28politician%29
Jerrold_Nadler,Jerrold_Nadler
Pierre_Moussa,Pierre_Moussa
Dana_Rosemary_Scallon,Dana_Rosemary_Scallon
Karl_Selter,Karl_Selter
Jean-Baptiste_Bienvenu-Martin,Jean-Baptiste_Bienvenu-Martin
Roberto_Castelli,Roberto_Castelli
Gail_Riecken,Gail_Riecken
Ariel_Sharon,Ariel_Sharon
Chelsa_Wagner,Chelsa_Wagner
Hartmann_Lauterbacher,Hartmann_Lauterbacher
George_Jivajirao_Scindia,George_Jivajirao_Scindia
Sally_Pederson,Sally_Pederson
Henry_Pollock,Henry_Pollock
Nuritdin_Mukhitdinov,Nuritdin_Mukhitdinov
Ernest_George_Jansen,Ernest_George_Jansen
Jean_Augustine,Jean_Augustine
Pyotr_Stolypin,Pyotr_Stolypin
Ali_Osman_Taha,Ali_Osman_Taha
Marc_Godbout,Marc_Godbout
Pat_Brister,Pat_Brister
Jaswant_Singh,Jaswant_Singh
Mohammad_Asghar,Mohammad_Asghar
Guy-Patrice_Lumumba,Guy-Patrice_Lumumba
Ya'akov_Meridor,Ya%27akov_Meridor
Giancarlo_Pajetta,Giancarlo_Pajetta
Dragan_Veselinov,Dragan_Veselinov
Giuseppe_Medici,Giuseppe_Medici
Luan_Da,Luan_Da
Edward_R._Pease,Edward_R._Pease
Charlotte_Bischoff,Charlotte_Bischoff
Joseph_Rainey,Joseph_Rainey
Seif_Sharif_Hamad,Seif_Sharif_Hamad
Joseph_Cefai,Joseph_Cefai
Ijaz-ul-Haq,Ijaz-ul-Haq
Hafez_al-Assad,Hafez_al-Assad
Oloff_Johannes_Truter,Oloff_Johannes_Truter
Kenneth_Hahn,Kenneth_Hahn
Mike_Lamin,Mike_Lamin
Valentin_Korabelnikov,Valentin_Korabelnikov
Terence_MacSwiney,Terence_MacSwiney
Bob_Hogg,Bob_Hogg
Li_Guohao_(engineer),Li_Guohao_%28engineer%29
Sandra_Day_O'Connor,Sandra_Day_O%27Connor
Troy_Eid,Troy_Eid
Li_Hongzhang,Li_Hongzhang
George_Cadle_Price,George_Cadle_Price
Nadia_Hilou,Nadia_Hilou
Huo_Guang,Huo_Guang
Manuel_Morato,Manuel_Morato
Renan_Calheiros,Renan_Calheiros
Joan_Burton,Joan_Burton
Fernando_Solanas,Fernando_Solanas
Meir_Sheetrit,Meir_Sheetrit
Andrew_Scheer,Andrew_Scheer
Abraham_Albert_Heaps,Abraham_Albert_Heaps
Hans_Blix,Hans_Blix
Supyan_Abdullayev,Supyan_Abdullayev
Peter_Tomaily,Peter_Tomaily
Charles_Tillon,Charles_Tillon
Omar_Davies,Omar_Davies
Klaus_Fuchs,Klaus_Fuchs
Shangguan_Wan'er,Shangguan_Wan%27er
Jan_Rokita,Jan_Rokita
Jimmy_Walker,Jimmy_Walker
Panakkad_Shihab_Thangal,Panakkad_Shihab_Thangal
Nikolai_Bukharin,Nikolai_Bukharin
Russell_Benjamin_Harrison,Russell_Benjamin_Harrison
Ramon_Bagatsing,Ramon_Bagatsing
John_Freeman_(British_politician),John_Freeman_%28British_politician%29
Ali_Bongo_Ondimba,Ali_Bongo_Ondimba
Robert_Lepikson,Robert_Lepikson
Joe_Modise,Joe_Modise
Ebba_Lodden,Ebba_Lodden
Sam_Katz_(Philadelphia),Sam_Katz_%28Philadelphia%29
Richard_A._Devine,Richard_A._Devine
Rachmat_Witoelar,Rachmat_Witoelar
Lars_Korvald,Lars_Korvald
Renaud_Donnedieu_de_Vabres,Renaud_Donnedieu_de_Vabres
Peter_Ittinuar,Peter_Ittinuar
Ahmed_Ould_Daddah,Ahmed_Ould_Daddah
Marilyn_Chambers,Marilyn_Chambers
Roy_Bradford,Roy_Bradford
Erich_von_dem_Bach-Zelewski,Erich_von_dem_Bach-Zelewski
William_Hinson_Cole,William_Hinson_Cole
Steve_Gilchrist,Steve_Gilchrist
